state,year,population,violent_total,murder,rape,robbery,aggravated_assault,property_total,burglary,larceny ,vehicle_theft,unemployment
AL,1976,3665000,388.8,15.1,21.7,96,256,3419.5,1170,1987.2,262.3,6.808
AL,1977,3690000,414.4,14.2,25.2,96.8,278.3,3298.2,1135.5,1881.9,280.7,7.325
AL,1978,3742000,419.1,13.3,25.5,99.1,281.2,3519.7,1229.3,1987.9,302.5,6.38
AL,1979,3769000,413.3,13.2,27.5,109.5,263.1,3830.5,1287.3,2223.2,320.1,7.158
AL,1980,3861466,448.5,13.2,30,132.1,273.2,4485.1,1526.7,2642.2,316.2,8.867
AL,1981,3916000,470.5,11.9,26.1,126.5,306.1,4428.3,1450.7,2693.3,284.2,10.542
AL,1982,3943000,447.7,10.6,26,112,299.1,4185.8,1256.2,2656.4,273.3,14.1
AL,1983,3959000,416,9.2,23.5,98.4,284.9,3685,1073.1,2381.4,230.5,13.808
AL,1984,3990000,431.2,9.4,25.1,96.1,300.6,3470.9,1001.8,2235.5,233.6,11.008
AL,1985,4021000,457.5,9.8,26.8,105.4,315.5,3484.6,1034.9,2191.2,258.5,9.167
AL,1986,4053000,558,10.1,28.4,111.6,407.9,3730.3,1159,2304.4,267,9.7
AL,1987,4083000,559.2,9.3,27.8,112.2,409.9,3892.2,1198.3,2431.1,262.8,8.083
AL,1988,4127000,558.6,9.9,29.8,117.8,401.2,4003.1,1233.8,2502.6,266.7,7.208
AL,1989,4118000,590.8,10.2,31,133.9,415.7,4037,1146.8,2592.8,297.5,7.042
AL,1990,4040587,708.6,11.6,32.6,143.7,520.7,4206.7,1103.4,2755.4,347.8,6.767
AL,1991,4089000,844.2,11.5,35.6,152.8,644.4,4521.4,1268.6,2889.5,363.4,7.342
AL,1992,4136000,871.7,11,41.2,164.9,654.6,4396.4,1186,2848.2,362.3,7.567
AL,1993,4187000,780.4,11.6,35.1,159.5,574.3,4098.4,1088.6,2672,337.8,7.333
AL,1994,4219000,683.7,11.9,35.2,171.2,465.3,4219.4,1044.4,2843.1,331.8,6.217
AL,1995,4253000,632.4,11.2,31.7,185.8,403.7,4215.7,1024.8,2844.3,346.6,5.975
AL,1996,4273000,565.4,10,33,167,356,4254.7,1002.1,2886.7,366,5.233
AL,1997,4319000,564.5,9.9,32.3,160.5,361.8,4325.3,1013.8,2954.8,356.7,4.992
AL,1998,4352000,512.1,8.1,33.2,130.9,339.9,4085,964.3,2779,341.7,4.408
AL,1999,4369862,490.2,7.9,34.6,121.2,326.5,3922.3,884.4,2737.3,300.6,4.733
AL,2000,4447100,486.2,7.4,33.3,128.2,317.2,4059.7,906.9,2864.8,288,4.583
AL,2001,4468912,438.2,8.5,30.6,125,274.1,3876.8,909.4,2685,282.4,5.125
AL,2002,4478896,445,6.8,37.2,133.1,268,4027.8,950.6,2767,310.1,5.9
AL,2003,4503726,429.2,6.6,36.8,134.1,251.7,4046.4,960.2,2754.1,332.1,6.017
AL,2004,4525375,427,5.6,38.5,133.5,249.4,4029.3,987,2732.4,309.9,5.683
AL,2005,4548327,433,8.2,34.4,141.7,248.3,3900,955.8,2656,289,4.492
AL,2006,4599030,425.2,8.3,35.8,153.6,227.5,3941,973.7,2640.8,326.5,4.033
AL,2007,4627851,448.9,8.9,33.4,159.9,246.7,3977.7,980.6,2689.5,307.7,3.983
AL,2008,4661900,452.8,7.5,34.7,157.6,253,4084.5,1081.3,2714.3,288.9,5.658
AL,2009,4708708,450.1,6.8,31.9,133.1,278.3,3780.4,1037.3,2507.5,235.5,11.033
AL,2010,4785401,383.7,5.7,28.3,101.6,248,3528,887.8,2414.9,225.3,10.542
AL,2011,4803689,419.8,6.2,28.5,102.1,282.9,3605.4,1064.2,2319.3,222,9.642
AL,2012,4817528,450.3,7.1,26.9,104.2,312.1,3505.5,985.6,2314.9,205,7.942
AL,2013,4833996,431,7.2,30,96.1,285.2,3347.9,877.3,2252,218.5,7.217
AL,2014,4849377,427.4,5.7,29.6,96.9,283.4,3177.6,819,2149.5,209.1,6.783
AK,1976,382000,540.1,11.3,46.9,124.9,357.1,5680.6,1218.1,3656.8,805.8,7.608
AK,1977,407000,443.2,10.8,51.6,96.8,284,5454.8,1331.7,3369.8,753.3,9.875
AK,1978,403000,441.9,12.9,55.6,91.3,282.1,5604.2,1339.2,3603.5,661.5,10.683
AK,1979,406000,491.1,13.3,71.9,109.6,296.3,5712.6,1383.3,3713.3,616,9.317
AK,1980,440142,436,8.9,56.8,81.8,288.5,5209.7,1259.8,3388.9,561,9.625
AK,1981,412000,615.8,14.6,102.2,114.6,384.5,5979.1,1329.9,3958.7,690.5,9.383
AK,1982,438000,623.7,18.5,85.4,133.8,386.1,5588.8,1188.1,3806.4,594.3,9.942
AK,1983,479000,613.8,13.8,101.5,97.1,401.5,5404.8,1194.2,3566.8,643.8,9.975
AK,1984,5.00E+05,621.6,11.6,91.6,109.4,409,5493.6,1236.8,3628,628.8,9.867
AK,1985,521000,581.8,9.8,77.2,92.9,401.9,5295.2,1191.7,3497.1,606.3,9.717
AK,1986,534000,570.4,8.6,72.7,88,401.1,5675.5,1161.8,3909.9,603.7,10.95
AK,1987,525000,455.4,10.1,65,73.1,307.2,4922.1,970.1,3465.7,486.3,10.283
AK,1988,513000,522.8,5.7,57.7,72.9,386.5,4398.8,842.3,3101.6,455,8.808
AK,1989,527000,497.7,8,52.9,67.6,369.3,4282.2,826.9,3000.2,455,7.033
AK,1990,550043,524.5,7.5,72.9,76.7,367.4,4628.2,894.3,3168.5,565.4,7.242
AK,1991,570000,613.9,7.4,91.8,113.2,401.6,5087.7,979.3,3574.6,533.9,8.475
AK,1992,587000,660.5,7.5,98.6,109,445.3,4909,880.7,3531.2,497.1,8.933
AK,1993,599000,760.8,9,83.8,122.4,545.6,4807.2,816.9,3539.4,450.9,7.692
AK,1994,606000,766.3,6.3,69,146.2,544.9,4941.7,800,3601.3,540.4,7.608
AK,1995,604000,770.9,9.1,80.3,155.1,526.3,4982.9,836.9,3624.3,521.7,7.325
AK,1996,607000,727.7,7.4,65.6,117,537.7,4722.7,843.2,3386.7,492.9,7.608
AK,1997,609000,701.1,8.9,66.2,106.4,519.7,4571.4,702.1,3412.2,457.1,7.15
AK,1998,614000,653.9,6.7,68.6,86.6,492,4123.1,667.4,3031.1,424.6,6.358
AK,1999,619500,630.8,8.4,83.5,91.4,447.6,3728.7,611.3,2688.3,429.1,6.475
AK,2000,626932,566.9,4.3,79.3,78.2,405.1,3682.5,621.9,2685.8,374.8,6.375
AK,2001,633630,589.5,6.2,79.1,81.1,423.1,3655.1,607.1,2634.8,413.2,6.433
AK,2002,641482,565.4,5.1,79.7,76.2,404.4,3759.7,609.2,2765.3,385.2,7.292
AK,2003,648280,598,6,93.3,68.8,429.9,3761.6,597.6,2784.4,379.6,7.825
AK,2004,657755,632.3,5.6,84.8,68,473.9,3370.9,573.6,2456.7,340.6,7.458
AK,2005,663253,632,4.8,81.1,81,465.4,3615,622.8,2601,391,6.883
AK,2006,670053,688,5.4,76.4,89.5,516.7,3578.1,620.1,2579.5,378.5,6.617
AK,2007,683478,661.3,6.3,79.7,85,490.3,3379.2,546.3,2476.9,356,6.333
AK,2008,686293,652.1,3.9,65.1,94,489,2927.3,471.7,2218.4,237.2,6.692
AK,2009,698473,633.4,3.1,73.4,93.6,463.2,2940.4,515.4,2183.5,241.5,7.742
AK,2010,714146,635.3,4.3,74.6,83.2,473.2,2836.8,434.8,2175.3,226.7,7.883
AK,2011,723860,610.1,4.1,60.2,79.6,466.1,2637.8,394,2052.1,191.7,7.592
AK,2012,730307,604.1,4.1,79.8,86.3,433.9,2743.6,403.9,2131.3,208.4,7.142
AK,2013,737259,638.7,4.6,89.1,84.5,424.1,2877,395.7,2251.4,229.9,6.992
AK,2014,736732,635.8,5.6,75.3,85.4,440.2,2760,427.6,2096.4,236,6.875
AZ,1976,2270000,455.3,7.8,29.7,129.9,287.9,7431.1,2366.6,4642.7,421.8,9.75
AZ,1977,2296000,494.2,9.5,34.2,138.2,312.3,7253,2346.1,4467.4,439.5,8.208
AZ,1978,2354000,552.1,9.4,44.2,162.9,335.6,7051.7,2082.5,4504.8,464.4,6.042
AZ,1979,2450000,593,8.9,45.7,175.7,362.6,7264.4,1996.6,4774.5,493.3,5.067
AZ,1980,2715357,650.9,10.3,45.2,193.6,401.8,7519.9,2155.4,4891.2,473.3,6.642
AZ,1981,2793000,575.8,8.1,38.1,177.6,352,7038.1,2064.3,4563.9,410,6.233
AZ,1982,2860000,517,8.3,38.5,158.6,311.6,6614,1883.3,4360.9,369.8,10.083
AZ,1983,2963000,494.2,7.2,41.9,132.4,312.7,5897.4,1668.6,3871.8,357,8.825
AZ,1984,3053000,516.1,7.8,43.1,131.1,334.1,5983.3,1714,3884.8,384.5,5.192
AZ,1985,3187000,602.5,8,45.7,146.5,402.3,6513.7,1869.6,4258.6,385.5,6.325
AZ,1986,3317000,658.3,9.3,43,169.2,436.8,6663.1,1907.7,4336.6,418.8,6.9
AZ,1987,3386000,612.6,7.5,41.2,138.4,425.5,6576,1626.1,4527.3,422.6,6.467
AZ,1988,3466000,610.1,8.5,38.8,137,425.8,6861.2,1580.3,4821.7,459.1,6.375
AZ,1989,3556000,599.6,6.7,36.2,139,417.7,7460.2,1667.2,5106.1,686.9,5.333
AZ,1990,3665228,652.4,7.7,40.9,160.9,442.8,7236.4,1669.9,4703,863.5,5.275
AZ,1991,3750000,670.7,7.8,42.4,165.7,454.8,6734.9,1607.5,4266.3,861.1,5.942
AZ,1992,3832000,670.8,8.1,43,153.1,466.6,6357.8,1411.7,4124.6,821.5,7.533
AZ,1993,3936000,715,8.6,37.8,162.9,505.7,6716.7,1465.5,4387.4,863.8,6.408
AZ,1994,4075000,703.1,10.5,36,162,494.7,7221.4,1476.2,4678.5,1066.7,6.158
AZ,1995,4218000,713.5,10.4,33.6,173.8,495.7,7500.1,1416.8,4925.6,1157.7,5.358
AZ,1996,4428000,631.5,8.5,31.2,167.8,424,6435.5,1256.3,4252.5,926.7,5.567
AZ,1997,4555000,623.7,8.2,32.8,165.7,417.1,6571.3,1318.9,4282,970.4,4.575
AZ,1998,4669000,577.9,8.1,31.1,165.2,373.6,5997,1209.5,3922.4,865.1,4.3
AZ,1999,4778332,551.1,8,28.9,152.5,361.6,5345,1034.3,3510.2,800.4,4.442
AZ,2000,5130632,531.7,7,30.7,146.3,347.7,5297.8,1011.6,3444.1,842.1,3.95
AZ,2001,5306966,540.3,7.5,28.6,167.1,337.1,5537.5,1033,3520.8,983.7,4.792
AZ,2002,5441125,554.5,7.1,29.6,147,370.8,5849.8,1085.9,3704,1059.9,6.083
AZ,2003,5579222,513.3,7.9,33.3,136.6,335.6,5634,1050.6,3561.9,1021.6,5.742
AZ,2004,5739879,504.4,7.2,33,134.5,329.6,5073.3,991,3118.7,963.5,5.033
AZ,2005,5953007,512,7.5,33.7,144.1,326.7,4827,946.2,2958,922,4.683
AZ,2006,6166318,542.6,8.6,39.7,153.9,340.3,4774.1,963.6,2891.9,918.7,4.208
AZ,2007,6338755,518,8.6,37.1,154,318.2,4532.6,946.4,2793.5,792.6,3.858
AZ,2008,6500180,485.6,7.1,33.8,150.9,293.8,4102.2,901.6,2607,593.6,6.125
AZ,2009,6595778,426.5,5.8,34.6,124.3,261.8,3589,823.4,2364.8,400.8,9.933
AZ,2010,6413158,413.6,6.4,34.2,108.4,264.7,3536.5,794.2,2403.4,338.9,10.367
AZ,2011,6467315,414.2,6.1,38.6,110.5,259,3554.7,845.7,2402.9,306.2,9.5
AZ,2012,6551149,428.6,5.5,34.8,112.7,275.6,3536.8,807.7,2439.4,289.8,8.35
AZ,2013,6634997,415.6,5.4,35.3,100.3,262.1,3365.4,727.8,2381.9,255.7,7.767
AZ,2014,6731484,399.9,4.7,36.6,92.8,252.1,3197.5,647.1,2289.1,261.3,6.783
AR,1976,2109000,303.9,10.1,24.2,76.7,192.9,3102.8,937.5,2013.9,151.4,7
AR,1977,2144000,322.9,8.8,27.6,83.2,203.4,3018.1,972.6,1862.1,183.4,6.475
AR,1978,2186000,344.1,9.1,23.1,80,231.9,3117.6,967.1,1950.9,199.6,6.175
AR,1979,2180000,366.2,9.1,27.3,74.6,255.3,3254.5,984.3,2076.5,193.8,6.225
AR,1980,2284037,335.2,9.2,26.7,80.9,218.4,3475.9,1119,2169.8,187.1,7.533
AR,1981,2294000,310.3,9.1,25.2,77.4,198.6,3486.1,1078.1,2221.4,186.6,8.75
AR,1982,2291000,324.7,8.2,27.1,78.8,210.6,3546.9,1071.5,2289.4,186,9.917
AR,1983,2328000,297.7,7.6,25.2,69.3,195.5,3202.9,961.3,2067.9,173.7,9.875
AR,1984,2349000,321.4,7.5,29.7,67.6,216.6,3046.1,885.9,1992.6,167.6,8.725
AR,1985,2359000,347.6,7.9,29.1,68.5,242,3237.5,941.4,2117.7,178.4,8.7
AR,1986,2372000,394.8,8.1,28.9,79.7,278.2,3529.9,1029.9,2305.1,194.9,8.567
AR,1987,2388000,412,7.6,32.6,79.1,292.6,3833.2,1078,2548.7,206.5,8.1
AR,1988,2422000,422.7,8.7,32.2,84.1,297.6,3796.9,1091.8,2492.3,212.9,7.617
AR,1989,2406000,473.7,8.4,38.4,110.6,316.3,4082,1194.4,2621.9,265.6,6.983
AR,1990,2350725,532.2,10.3,43.3,113.2,365.4,4334.7,1210.9,2834.4,289.4,6.9
AR,1991,2372000,593.3,11.1,44.6,135.6,401.9,4581.7,1226.5,3013.8,341.4,7.433
AR,1992,2399000,576.5,10.8,41.3,125.5,399,4185.2,1092.7,2763.2,329.3,7.1
AR,1993,2424000,593.3,10.2,42.4,124.9,415.8,4217.5,1099.3,2795.7,322.5,6.158
AR,1994,2453000,595.1,12,41.9,128.7,412.5,4203.6,1097.1,2791.6,315,5.358
AR,1995,2484000,553.2,10.4,37.2,125.7,379.8,4137.7,996.9,2815.4,325.4,4.842
AR,1996,2510000,524.3,8.7,41.7,114.1,359.8,4174.9,953.2,2908.8,312.9,5.258
AR,1997,2523000,526.9,9.9,43.5,111.5,361.9,4191.8,1013.4,2863.8,314.6,5.233
AR,1998,2538000,490.2,7.9,35.2,96.2,350.9,3793.2,928.3,2581.8,283.2,5.175
AR,1999,2551373,425.2,5.6,27.8,79.3,312.4,3617,850.2,2505.6,261.2,4.6
AR,2000,2673400,445.3,6.3,31.7,74.8,332.4,3670,802.1,2608.7,259.3,4.258
AR,2001,2694698,452.4,5.5,33.1,80.9,332.8,3677.8,823.7,2582.5,271.6,4.958
AR,2002,2706268,425,5.2,27.9,93.3,298.6,3738.4,858.3,2628.3,251.7,5.483
AR,2003,2727774,456.4,6.6,33.4,81.6,334.7,3632.4,917.1,2495.1,220.2,5.933
AR,2004,2750000,502.3,6.4,43,86.3,366.7,4033.1,1096.4,2699.7,237,5.708
AR,2005,2775708,528,6.8,43.3,91.2,387.2,4068,1085.1,2720,262,5.25
AR,2006,2810872,552.8,7.3,47.1,97.8,400.6,3985.4,1133.6,2584.5,267.4,5.158
AR,2007,2834797,537.1,7,45.6,109.5,374.9,3955.5,1130.1,2578.5,246.9,5.308
AR,2008,2855390,513,5.8,51.2,97.3,358.8,3865,1187.6,2448.2,229.1,5.467
AR,2009,2889450,515.8,6.2,47.7,89.2,372.8,3775,1202.8,2361.3,211,7.85
AR,2010,2921588,503.5,4.6,45.2,81.1,372.6,3553.5,1111.1,2252.1,190.3,8.192
AR,2011,2938582,482.3,5.4,41.9,80.2,354.8,3757.9,1157.6,2404.1,196.3,8.308
AR,2012,2949828,469.6,5.9,41.8,78.3,343.5,3708.3,1107.6,2406.3,194.4,7.575
AR,2013,2958765,463.2,5.3,38.4,76.4,331.1,3598.7,1026.4,2380.4,191.9,7.25
AR,2014,2966369,480.1,5.6,39.8,69.1,346,3338,835.7,2313.5,188.8,6.025
CA,1976,21520000,669.3,10.3,44.7,275.6,338.7,6564.7,2174.6,3745.8,644.3,9.15
CA,1977,21896000,706,11.5,49.4,287,358,6302.7,2139.4,3499.8,663.5,8.35
CA,1978,22294000,742.9,11.7,50.8,306.1,374.4,6373.3,2193.3,3488.8,691.3,7.158
CA,1979,22696000,811.1,13,53.9,333.8,410.3,6657.7,2186.8,3732.6,738.3,6.233
CA,1980,23532680,893.6,14.5,58.2,384.2,436.7,6939.5,2316.5,3880,742.9,6.833
CA,1981,24159000,863,13,56.2,388.2,405.6,6727.5,2238.5,3816.1,672.9,7.417
CA,1982,24724000,814.7,11.2,50.7,372.1,380.7,6470.7,2020.2,3785.1,665.5,9.942
CA,1983,25174000,772.6,10.5,48,340.9,373.1,5904.9,1829.1,3444.5,631.2,9.792
CA,1984,25622000,763.4,10.6,45.7,327.5,379.5,5705,1729.3,3346.1,629.6,7.767
CA,1985,26365000,765.3,10.5,43.3,327.7,383.8,5752.7,1701.1,3379.4,672.2,7.192
CA,1986,26981000,920.5,11.3,44.9,342.9,521.5,5842.3,1696.4,3383.9,762,6.717
CA,1987,27663000,918,10.6,43.8,301.3,562.4,5588.4,1518.2,3240.2,830.1,5.8
CA,1988,28168000,929.8,10.4,41.8,305.8,571.8,5705.7,1447.1,3314.5,944,5.308
CA,1989,29063000,977.7,10.9,41.2,331.8,593.8,5785.8,1412.3,3346.5,1026.9,5.117
CA,1990,29760021,1045.2,11.9,42.6,377,613.6,5558.4,1345.4,3197.5,1015.5,5.758
CA,1991,30380000,1089.9,12.7,42.4,411.3,623.5,5682.7,1397.8,3246,1038.9,7.692
CA,1992,30867000,1119.7,12.7,41.3,424.1,641.6,5559.8,1384.9,3137.8,1037.1,9.308
CA,1993,31211000,1077.8,13.1,37.7,405.1,621.8,5379.1,1327,3029.1,1023,9.467
CA,1994,31431000,1013,11.8,34.9,356.8,609.4,5160.8,1222.5,2957.7,980.6,8.592
CA,1995,31589000,966,11.2,33.4,331.2,590.3,4865.1,1120.3,2856.9,887.9,7.858
CA,1996,31878000,862.7,9.1,32.1,295.6,525.8,4345.1,979.4,2605.1,760.6,7.283
CA,1997,32268000,798.3,8,31.6,252.5,506.2,4067.1,927.4,2430.9,708.8,6.367
CA,1998,32667000,703.7,6.6,29.9,210.6,456.6,3639.1,823.5,2217.1,598.5,5.942
CA,1999,33145121,627.2,6,28.2,181.1,411.7,3177.8,675.3,1994.2,508.3,5.242
CA,2000,33871648,621.6,6.1,28.9,177.9,408.7,3118.2,656.3,1924.5,537.4,4.942
CA,2001,34600463,615.2,6.4,28.8,186.7,393.3,3278,671.3,2016.6,590.1,5.433
CA,2002,35001986,595.4,6.8,29.1,185.6,373.8,3361.2,681.2,2044.7,635.3,6.667
CA,2003,35462712,579.6,6.8,28.2,179.8,364.8,3426.4,683.2,2062.7,680.5,6.8
CA,2004,35842038,527.8,6.7,26.8,172.3,322,3423.9,686.1,2033.1,704.8,6.208
CA,2005,36154147,526,6.9,26,176,317.1,3321,692.9,1915,712,5.4
CA,2006,36457549,533.5,6.8,25.3,195.1,306.2,3181.7,678.1,1835.3,668.3,4.9
CA,2007,36553215,524.1,6.2,24.7,193.4,299.7,3043.5,650.7,1790.6,602.2,5.375
CA,2008,36756666,504.2,5.8,24.2,188.8,285.4,2941,647,1770.2,523.8,7.275
CA,2009,36961664,473.3,5.3,23.6,173.4,271,2731,622.8,1665,443.3,11.142
CA,2010,37338198,439.6,4.8,22.3,155.6,256.8,2629.9,612.9,1608.4,408.5,12.225
CA,2011,37683933,411.2,4.8,20.3,144.1,242,2584.2,610.5,1584,389.7,11.717
CA,2012,37999878,423.5,5,20.6,148.7,249.2,2761.8,646.8,1671.3,443.7,10.375
CA,2013,38431393,402.6,4.5,19.4,139.6,231.7,2651.2,603.8,1617.3,430.1,8.933
CA,2014,38802500,396.1,4.4,21.6,125.5,236.6,2441.1,522.3,1527.4,391.3,7.5
CO,1976,2583000,417,6.8,33.8,139.7,236.7,6365.4,1879.9,4043.5,442,5.825
CO,1977,2619000,511.9,6.3,42,170.7,292.9,6315.6,1935.2,3903.2,477.1,6.367
CO,1978,2670000,498,7.3,49.6,159.2,281.9,6334.5,1869.6,3977,487.9,5.55
CO,1979,2772000,522.1,5.8,53.1,157,306.1,6529,1794.4,4253.2,481.4,4.758
CO,1980,2878407,528.6,6.9,52.5,160.1,309.2,6804.9,2030.8,4325.8,448.3,5.792
CO,1981,2963000,531.7,8.1,45.6,159.5,318.5,6821.4,2031.6,4375.9,413.9,5.758
CO,1982,3045000,504.2,6,44.5,150.6,303.1,6575.7,1749.1,4429.3,397.3,7.333
CO,1983,3139000,476.4,6.4,41.9,126.4,301.7,6150.7,1532.4,4245.7,372.7,7.108
CO,1984,3178000,457.8,5.8,39,114,299,6013.3,1561.3,4054.7,397.3,5.442
CO,1985,3231000,471,5.8,40.9,124.2,300.1,6448,1748.1,4267,432.9,6.075
CO,1986,3267000,523.6,7,42.3,144.8,329.4,6508.3,1791.6,4230.8,486,7.517
CO,1987,3296000,467.5,5.8,40.8,118.8,302.1,5983.8,1534.6,4012.9,436.3,7.558
CO,1988,3290000,472.6,5.7,38.6,98.8,329.5,5705.7,1383.1,3900.6,422,6.508
CO,1989,3317000,471.4,4.4,36.2,90,340.8,5568,1250.4,3864.8,452.9,5.683
CO,1990,3294394,526,4.2,46.2,90.6,385,5527.8,1208.8,3890.6,428.4,5.225
CO,1991,3377000,559.3,5.9,47,107.4,398.9,5514.8,1158.3,3930,426.4,5.242
CO,1992,3470000,578.8,6.2,47.3,120.5,404.9,5379.9,1090.9,3780.1,509,5.992
CO,1993,3566000,567.3,5.8,45.8,116.7,399,4959.5,1009.8,3499.4,450.3,5.317
CO,1994,3656000,509.6,5.4,43.2,106.9,354,4808.8,925.7,3490.2,392.9,4.258
CO,1995,3747000,440.2,5.8,39.5,96.2,298.7,4956.1,934.1,3634.5,387.5,4.025
CO,1996,3823000,404.5,4.7,46.2,98.2,255.4,4714,900.8,3415.5,397.8,4.242
CO,1997,3893000,363.2,4,43.1,83.3,232.8,4287.2,796.1,3077.3,413.7,3.475
CO,1998,3971000,377.9,4.6,47.4,81.5,244.4,4109.5,786.5,2917.9,405.1,3.633
CO,1999,4056133,340.5,4.6,41.4,75.3,219.2,3722.8,665.1,2692.9,364.8,3.075
CO,2000,4301261,334,3.1,41.2,70.5,219.1,3648.6,630.8,2623.5,394.3,2.758
CO,2001,4430989,349.6,3.6,43.6,80.2,222.3,3856.6,643.9,2738.9,473.8,3.8
CO,2002,4501051,352.9,4,45.9,79.5,223.5,4000.3,703.8,2781.4,515.1,5.533
CO,2003,4547633,346.5,4.1,42.1,82.2,218.2,3951.6,712.3,2737.6,501.7,5.958
CO,2004,4601821,372,4.4,42.3,81.3,244.2,3918.5,717.3,2679.5,521.6,5.483
CO,2005,4663295,397,3.7,43.4,84.7,264.9,4041,745.1,2736,560,5.025
CO,2006,4753377,395.4,3.6,45.4,80.4,265.9,3438.4,681.9,2322,434.6,4.308
CO,2007,4861515,351.8,3.2,42.7,71.2,234.7,2999.2,589,2067.6,342.6,3.733
CO,2008,4939456,353.9,3.3,43.5,68.9,238.1,2821,568,1982.7,270.3,4.825
CO,2009,5024748,338.8,3.2,45.2,67.1,223.4,2670.7,530.1,1892.2,248.4,7.283
CO,2010,5047692,323.7,2.6,44.2,62.7,214.3,2674.5,519,1932.2,223.3,8.725
CO,2011,5116302,314.4,3,44.7,64.5,202.2,2595.3,502.8,1877.4,215,8.358
CO,2012,5189458,307.4,2.9,40.9,65.4,198.2,2685.3,504.2,1948,233.2,7.875
CO,2013,5272086,305.4,3.3,41.7,59.5,186.4,2655,475.6,1941.8,237.6,6.858
CO,2014,5355866,309.1,2.8,39.6,56.7,192.8,2530.1,438.2,1857.1,234.8,4.992
CT,1976,3117000,273.2,3.1,14.4,122.9,132.8,4731.4,1383.9,2785.8,561.8,9.292
CT,1977,3108000,282.3,4.2,16.8,129.5,131.8,4559.8,1346,2620.7,593.2,7
CT,1978,3099000,315,4.2,17.2,154.8,138.8,4614.5,1362,2597.6,654.9,5.233
CT,1979,3115000,414.2,4.2,24.1,193.3,192.6,5365.4,1548.3,3113.9,703.2,5.142
CT,1980,3095224,412.5,4.7,21.6,218,168.1,5469.2,1700.6,3089.6,678.9,5.8
CT,1981,3132000,448.1,5.4,21.9,246.1,174.6,5389.2,1691.9,3094.7,602.6,6.175
CT,1982,3153000,399.5,5.2,21.9,208.5,163.9,5028,1410.8,3065,552.2,6.842
CT,1983,3138000,375,4.1,20,200.6,150.3,4602.8,1274.3,2849.6,478.9,6.017
CT,1984,3154000,393.8,3.9,24.1,190.5,175.4,4235,1128.9,2683.3,422.8,4.667
CT,1985,3174000,402,3.8,24,190,184.1,4302.8,1135.5,2726,441.3,4.733
CT,1986,3189000,425.8,4.6,23.8,192.2,205.1,4403,1197.6,2758.3,447.1,3.85
CT,1987,3211000,419,4.9,24.9,178.1,211.1,4576.7,1218.3,2829.4,529,3.367
CT,1988,3241000,455.4,5.4,26.2,187.6,236.2,4642.2,1218,2810.2,614,2.942
CT,1989,3239000,511.8,5.9,27.5,214.8,263.6,4758.2,1236,2824.4,697.8,3.75
CT,1990,3287116,553.7,5.1,27.9,234.8,286,4833,1227.7,2874.4,730.9,5.125
CT,1991,3291000,539.7,5.7,29.2,224.4,280.5,4824.4,1191.1,2837.6,795.7,6.542
CT,1992,3281000,495.3,5.1,26.9,210.9,252.5,4557.6,1108.6,2726.7,722.3,7.542
CT,1993,3277000,456.2,6.3,24.4,196.7,228.7,4194.2,978.1,2620.6,595.5,6.633
CT,1994,3275000,455.5,6.6,24.6,187.8,236.5,4092.5,889.8,2586.9,615.8,5.6
CT,1995,3275000,405.9,4.6,23.7,163.2,214.4,4097.3,888.4,2668.7,540.2,5.475
CT,1996,3274000,412,4.8,23.1,169.6,214.6,3815.6,842.2,2484.1,489.4,5.492
CT,1997,3270000,390.9,3.8,22.6,152.9,211.6,3593.4,738.3,2410.4,444.7,5
CT,1998,3274000,366.3,4.1,22.2,133.8,206.2,3420.2,665.9,2366.3,388.1,3.442
CT,1999,3282031,345.6,3.3,19.9,123.5,198.9,3043.7,588,2111.5,344.2,2.867
CT,2000,3405565,324.7,2.9,19.9,112.5,189.4,2908,512,2011.4,384.6,2.392
CT,2001,3434602,334.6,3.1,18.6,121.8,191.1,2774.7,499.6,1914.7,360.4,3.133
CT,2002,3458587,312.5,2.4,21.4,117.6,171,2701.3,494.7,1871.7,334.8,4.333
CT,2003,3486960,316.8,3.2,20,120.8,172.7,2666.5,460.1,1880.4,326.1,5.392
CT,2004,3498966,289,2.9,21.6,119.7,144.9,2684.9,456.1,1908.3,320.5,4.967
CT,2005,3500701,273,3,20.3,112.3,136.9,2579,435.5,1840,303,4.883
CT,2006,3504809,299.7,3.9,19.9,127.3,148.7,2586.1,444.6,1847.9,293.6,4.333
CT,2007,3502309,301.1,3.2,19.7,122.9,155.4,2470.6,446.6,1739.9,284.1,4.475
CT,2008,3501252,306.7,3.8,19.4,115.5,168,2490.8,431.5,1805.4,253.9,5.683
CT,2009,3518288,300.9,3,18.7,113.7,165.5,2348.4,431.2,1705.1,212.1,7.933
CT,2010,3575498,282,3.7,16.6,99.4,162.3,2188.8,423.6,1577.8,187.4,9.108
CT,2011,3586717,275.7,3.6,19.2,102.9,150.1,2152.5,431.3,1535.3,186,8.808
CT,2012,3591765,283.5,3.3,26,103.3,151,2148.5,411.7,1556.4,180.4,8.342
CT,2013,3599341,262.2,2.5,18,98.7,136.3,1980.2,359.3,1447.5,173.4,7.792
CT,2014,3596677,236.9,2.4,15.9,87.8,125,1920.4,332.4,1418.1,169.9,6.617
DE,1976,582000,321.6,6.2,17.7,128.7,169.1,5942.8,1542.6,3915.8,484.4,8.742
DE,1977,582000,382.1,6,24.9,157,194.2,5828,1682.6,3678.4,467,8.458
